TIC ID,TOI,Period (days),Duration (hours),Depth (mmag),Planet SNR,Sectors,label
427320001,2112.01,14.0120582207748,5.93486325620767,0.81626,14.043275,"52,57,58",transit
427320001,2112.02,155.8237,10.6418460259721,1.264969,15.823791,"52,57",transit
1400212743,2113.01,5.24612,4.194,1.118885,9.0,25,false_positive
9828416,2114.01,6.2099619,4.49,4.449767,76.0,"25,26,52,53,79",transit
54464870,2115.01,3.6944323,4.915,0.338803,21.0,"18,24,25,58,78",false_positive
422838133,2116.01,5.3089937,5.876,0.576679,29.0,"18,19,24,25,52,58,59,78,79,85",false_positive
279212407,2117.01,28.6620782,4.351,2.82659,19.0,"18,24,25,52",false_positive
17416749,2118.01,2.34483,1.417,0.401797,11.0,25,false_positive
236387002,2119.01,7.2008611,2.03,55.762991,159.0,"24,25,51,52,78",transit
389900760,2120.01,5.79981888817589,1.01437401085988,9.341945,13.711875,"18,24,25,52",transit
88996391,2121.01,2.3195653837478,2.02590857834737,21.390634,95.33814,"25,26,52,53",transit
311408969,2122.01,3.58522837273409,3.01972240538067,18.515952,87.39749,"25,26,52,53",transit
105840719,2123.01,10.308851387651774,3.801283559839136,2.306648,18.794245,"25,51",transit
159742538,2124.01,3.5539283440893,3.63413878980795,10.219544,180.8058,"25,26,40,52,53",transit
116242971,2125.01,5.0316347,5.265,5.346277,61.0,"25,26,40,52,53,79,80",transit
116264089,2126.01,1.30618801690067,1.41777456339178,27.20596,329.90997,"25,26,40,52,53",transit
21744120,2127.01,5.50806821746442,2.63999947014186,23.691975,112.98463,"25,26",transit
21832928,2128.01,16.3413889020981,5.37644805048291,0.404074,15.422834,"25,26,52",transit
101721385,2129.01,4.627664,2.306,6.741594,161.0,"25,26,52,53",transit
320798691,2130.01,5.00526050340238,4.90576462284046,8.32841,99.076416,"26,40,53",transit
27848472,2131.01,1.8468345,2.565,14.467858,391.0,"26,40,53,54,74",transit
358516596,2132.01,3.24404536626308,3.6774272145435,16.422583,118.58496,"26,40,53,54",transit
39200363,2133.01,3.82665866538661,2.0605848173056,1.283899,11.508222,"25,26,52,53",transit
75878355,2134.01,9.2292078,2.817,1.745094,111.0,"26,40,52,53,54,74,79,80",transit
75878355,2134.02,95.8531625,5.024,6.506732,54.0,"26,40,52,53,54,74,79,80",transit
76419763,2135.01,2.78847226599223,2.94624639999892,15.822828,214.61458,"26,40,53,54",transit
336128819,2136.01,7.85190820404635,1.63187259568172,4.214266,14.27448,"26,40",transit
23059280,2137.01,14.1502268785682,3.82644508569651,45.85985,101.66401,"26,40",transit
336267424,2138.01,1.48218448305313,2.59568271772436,17.809389,168.65538,"14,26,40,41,53,54",false_positive
308172249,2139.01,1.4013784006976,1.70427147488646,21.64148,107.293,"26,52,53",transit
399860444,2140.01,2.47061141800205,1.7944860211758,15.649912,260.52148,"26,40,41,54,55",transit
287256467,2141.01,18.2616878,3.434,1.054762,23.0,"25,26,52,79",transit
44313455,2142.01,9.30043505367734,2.3510062230233,1.733359,9.754269,"26,53",transit
103195323,2143.01,5.5899401,5.032,4.177252,29.0,"25,26,52,53,59,73,79",transit
428988981,2144.01,37.3415931,5.351,0.831993,18.0,"18,19,24,25,26,52,58,59,73,78,79,85",transit
88992642,2145.01,10.2611329,7.369,2.064861,65.0,"25,26,40,52,53,79",transit
158916431,2146.01,5.8924856,3.134,4.929559,60.0,"26,40,52,53",false_positive
341630071,2147.01,26.204978226299,5.86353229514866,6.089767,58.936455,"14,19,20,26,40,47,53,60",transit
233569098,2148.01,23.48522,3.546,6.555885,53.0,"23,24,26",false_positive
1716467085,2149.01,0.5842495,0.559,1.13084,48.0,"14,26,40,41,53,54,55,74,75",transit
230267547,2150.01,2.2263798,2.863,1.379761,25.0,"26,52,53",false_positive
23389848,2151.01,15.64643,7.75,6.544962,43.0,26,false_positive
395393265,2152.01,3.37728354061576,3.64345138848678,7.863619,47.815075,"26,58",transit
406855039,2153.01,2.71808350809971,6.184292171672,0.357454,12.856501,"14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50,51,53,54,55",false_positive
428787891,2154.01,3.82408264319209,2.51725214951287,11.017423,184.49054,"19,20,25,26,40,52,53,59,60",transit
461591646,2155.01,3.7246883,3.078,3.610641,64.0,"18,19,20,25,26,52,59",transit
258402425,2156.01,0.67554,0.922,0.738552,11.0,26,false_positive
298495970,2157.01,8.4249043,2.311,23.70889,120.0,"25,26,53",false_positive
342642208,2158.01,8.6007557,3.304,5.54051,62.0,"26,40,53",transit
270515566,2159.01,10.0509704,6.129,9.443425,63.0,"25,26,40,51,52",transit
284477310,2160.01,2.2390502,1.64,0.532141,15.0,"14,15,16,20,23,26,40,41,47,50",transit
366563452,2161.01,1.5873866,1.51,0.119438,11.0,"17,18,19,20,23,24,25,26,40,47,50,52,53",false_positive
284564230,2162.01,12.9773004,4.391,1.083019,37.0,"14,15,16,17,20,23,24,26,40,41,47,49,50,53,54,55,56,57,58,59,60,73,74,75,76,77,80,81,82,83,84,85,86",false_positive
43429656,2163.01,5.2132496,3.765,0.814608,13.0,"25,26,52,53,79",transit
49967354,2164.01,1.09333,1.975,1.358019,12.0,26,false_positive
73560357,2165.01,0.9499997,2.544,4.569695,66.0,"26,40",transit
233680651,2166.01,5.1354577,3.716,0.383333,28.0,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,73,74,75,76,77,78,79,80,81,82",transit
160162987,2167.01,23.0531698,1.228,3.196766,21.0,"14,19,20,21,25,26,40,41",false_positive
364075352,2168.01,37.83633,5.713,8.98353,68.0,"23,24,26",false_positive
8516795,2169.01,8.2148505,3.839,3.414575,31.0,"26,40,54",transit
154741689,2170.01,9.2786686,4.577,0.572334,18.0,"19,20,25,26,40,47,52,53,59,60,73,74,79",transit
75656058,2171.01,1.78166,2.765,8.895952,22.0,26,noise
76197937,2172.01,1.78252,2.729,2.086617,12.0,26,noise
293567206,2173.01,0.6856225,0.751,0.785271,23.0,"25,26,40,47,52,59,60,73",false_positive
159815224,2174.01,2.9601848,2.014,1.042807,20.0,"25,26,40,52",transit
405717754,2175.01,4.43797265828439,4.71766241292582,17.7578,84.43825,"14,15,26,40,41,53,54,55",transit
123495874,2176.01,7.89142712367569,4.26531558746947,10.716818,35.838375,"14,26,40,41,54,55",transit
123233041,2177.01,3.52247509699986,3.28049551896563,9.380261,35.53251,"14,40,41,53,54",transit
164892194,2178.01,3.02411095068699,2.72096566506627,8.237863,27.73197,"40,41,53,55",transit
237913194,2179.01,15.1689722976844,2.06333154787083,8.52224,30.090694,"1,2,28,29",transit
298663873,2180.01,260.174006087125,24.0527094589958,5.167308,86.9722,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,48,49,50,51,52,53,54,55,56,57,58,59,60",transit
233068569,2181.01,8.379057,2.899,3.185877,40.0,"14,15,16,17,18,19,20,21,22,23,24,25,40,41,47,48,49,50,51,52,54,55,56",transit
268823307,2182.01,3.5484480742597,4.51230254066009,7.65094,30.353336,"14,15,41,54,55",transit
1715469662,2183.01,6.5011256,5.442,4.755065,118.0,"14,26,40,41,53,54",transit
176956893,2184.01,6.906786841151312,6.685067421519024,1.903637,50.79602,"1,2,4,5,6,7,8,9,10,11,12,27,28,29,31,32,34,35,36,37,38,39,61,62,64,65,66,67,68,69,87",transit
355096431,2185.01,7.2147717511923,4.01477537114538,9.356012,17.265121,27,transit
238171173,2186.01,4.47692198132627,2.97192103404467,9.920918,33.393623,"27,28,67,68",transit
270472265,2187.01,2.7492277,1.688,12.283759,91.0,"1,4,7,8,10,11,12,13,27,28,31,34,37,39,61,62,63",transit
260797169,2188.01,3.73505095359745,2.42939736258371,9.776449,34.86245,"27,28,67,68",transit
270342589,2189.01,4.4343276899594,2.89607942665988,14.303181,43.87869,"27,28,66,67,68",transit
389421473,2190.01,5.31607043601077,4.35265949736118,15.530843,41.12231,"27,67",transit
262471759,2191.01,4.01153937452335,2.26864825616384,15.954845,24.630314,27,transit
277890574,2192.01,6.26434417045185,3.82025957183135,11.517836,65.95893,"27,28,67,68",transit
401604346,2193.01,2.12236725100755,1.58553648293112,8.782479,30.193857,27,transit
271478281,2194.01,15.3419095,2.736,0.741811,19.0,"27,67",transit
24695044,2195.01,4.16451397110436,2.05791968349148,8.366011,128.19563,"27,28,29,67,68,69",transit
372172128,2196.01,1.19539683680827,1.57522930513264,1.22457,7.2414308,27,transit
389352124,2197.01,4.954648,3.639,8.017289,179.0,"27,67",transit
100566492,2198.01,4.9549631089896,5.95651744682186,8.979431,39.513443,27,transit
369455629,2199.01,3.3771113715336,2.45080293392771,4.913368,22.106583,27,transit
142105158,2200.01,2.9360281,2.118,7.397291,124.0,"1,2,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38",transit
219306934,2201.01,1.3477642,1.112,0.827646,14.0,"27,67",transit
358107516,2202.01,11.9124941865364,3.75208689917221,21.164298,90.05328,"27,28,29,36,39,62,63",transit
355600246,2203.01,3.05630996854852,3.07083723109567,18.956851,55.824924,"27,28",transit
467971286,2204.01,2.22505138138042,2.3678870525181,14.366184,22.531944,27,transit
260298958,2205.01,0.88914831054054,1.1970992381886394,49.676229,80.64614,"27,28,29,31,35,36,37,38,39,61,62,63,64,65",false_positive
381856447,2206.01,1.76901210452915,1.01729533190574,11.032892,63.949917,27,transit
90850770,2207.01,8.00048904123634,4.670689462798731,5.013263,35.61424,"27,67",transit
38680052,2208.01,0.674345303170363,0.901041281011981,118.808451,68.97647,"27,28,29,31,35,36,37,38,39",transit
271806353,2209.01,3.43911519812222,3.36158910605822,13.538226,64.68536,"1,3,4,6,7,10,11,12,13,27,30,31,33,34,37,38,39",transit
317089588,2210.01,12.7846809204303,4.85337842907793,21.556068,45.74093,"27,66,67",transit
212253390,2211.01,3.09268584419493,2.2149194705345456,0.296097,11.263023,"27,67,92",transit
280803917,2212.01,5.12938553688559,2.89395974965098,10.270363,75.11341,"1,2,3,27,28,29,30,67,68,69",transit
406318573,2213.01,5.17928198135919,2.63206553005019,6.257687,18.404406,"27,28,67,68",transit
272236017,2214.01,2.4156482,2.837,3.861221,67.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,32,33,34,35,36,37,38,61,62,63,64",transit
425561347,2215.01,5.7772122377363,2.56341002502253,1.597622,11.416555,"27,67",transit
39018923,2216.01,5.68074123010948,4.10938968424037,2.057213,16.720987,"27,29,67,69",transit
234330672,2217.01,3.8300358542173,4.17449851127008,8.450961,41.65326,"27,29,67,69",transit
348995212,2218.01,0.3456911,0.648,3.044325,156.0,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,61,62,63",transit
278138619,2219.01,10.168872190536,4.38841079783234,8.027505,38.69671,"1,3,4,6,7,10,11,13,27,28,30,31,33,34,37,38,39,61,64,65",transit
150437346,2220.01,1.39265494226559,2.00052692575754,7.734532,194.9596,"27,28,30,31,33,34,35,36,37,38,39,61,62,63,64,65",transit
441420236,2221.01,8.453677658218298,3.573800574459999,3.123035,22.71253,27,transit
306510653,2222.01,2.2456860314362737,3.333102676826682,13.799704,260.70764,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,68,69,87,88,89,90,93,95,13625,53",transit
273695332,2223.01,6.93096567369197,5.29214484821393,7.503792,40.39721,"27,28,39",transit
388198242,2224.01,0.505510515897485,0.648232028256928,2.466551,28.75093,"1,2,5,12,13,27,28,29,32,35,62",transit
271891552,2225.01,3.5775562,3.531,4.417062,40.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,62,63",transit
403135192,2226.01,0.9017685,0.635,1.040634,41.0,"1,27,28,67,68",transit
405425498,2227.01,4.2217717,2.561,0.645119,19.0,"1,27,28,67,68",transit
405425498,2227.02,11.5472008617581,1.03261073502076,0.720561,7.181579,"1,27,28,67,68",transit
61733521,2228.01,3.36296,2.594,0.814608,9.0,"13,27",false_positive
143410850,2229.01,4.98668,2.267,0.934135,9.0,"13,27",transit
129432342,2230.01,1.79217,1.797,1.858198,19.0,27,false_positive
100504381,2231.01,5.46278,1.274,3.242502,45.0,"27,67",noise
439444938,2232.01,11.45959,0.956,0.705958,10.0,27,transit
421455387,2233.01,2.50876,1.2523065120921468,6.348431,18.0,"13,27,67",transit
271491157,2234.01,2.91615,1.481,2.478305,24.0,27,transit
267093376,2235.01,17.14012,1.176,2.369489,15.0,"1,2,13,27,28,29,66,67,68,69",transit
394722182,2236.01,3.5315897,2.689,7.878388,156.0,"12,13,27,39",transit
389238529,2237.01,0.49642,0.572,1.086279,13.0,27,false_positive
231077395,2238.01,3.3904897,2.878,0.282328,14.0,"1,2,3,4,5,6,7,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,61,62,63,64,65",transit
388130235,2239.01,92.1950921,4.206,4.090062,31.0,"1,3,4,5,6,7,8,9,10,11,13,27,28,29,30,31,32,33,34,35,36",false_positive
98494121,2240.01,3.06555,2.483,3.174987,34.0,"13,27",false_positive
96973930,2241.01,3.3243,2.337,1.249315,12.0,"13,27",transit
92562123,2242.01,6.53144,5.713,0.760281,9.0,27,transit
1990842033,2243.01,5.41418,4.428,8.556658,81.0,27,transit
1989628303,2244.01,5.46377,1.036,4.362555,40.0,27,transit
278415929,2245.01,3.7981107,3.914,0.814608,22.0,"7,11,12,13,27,38,39",transit
349786918,2246.01,2.966338873534049,4.348678656377018,0.208882,101.96820557074116,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69,87,88,89,90",false_positive
376168473,2247.01,5.41402,4.418,8.480058,82.0,27,noise
179580045,2248.01,62.1624516,4.319,4.035572,32.0,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,32,33,35,36,37,38,39,61,62,63,64,65,66,67,68,69",transit
152714791,2249.01,1.27349,1.655,0.999337,17.0,27,false_positive
264303333,2250.01,0.8153098,1.373,0.205224,15.0,"14,15,16,17,18,19,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,58,59,60,73,74,75",false_positive
229715760,2251.01,11.574356091506,6.04937634831291,15.621732,111.67042,"14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55,60",transit
233066156,2252.01,12.3796490097452,3.33145431614631,0.772525,17.599758,"14,15,16,17,18,19,20,21,22,23,24,25,40,41,47,48,49,50,51,52,54,55,56,58,59,60",transit
367855829,2253.01,85.4244796256553,3.66584646818105,1.232166,7.7823987,"14,15,16,17,18,19,20,21,23,24",noise
233688779,2254.01,26.4579842,3.372,0.431123,17.0,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,57,59,60,73,75,76,77,78,79,80,81,82",transit
265146266,2255.01,11.9526103,2.74,10.758486,9.0,"17,18,19,24,25,26,52",transit
262880065,2256.01,13.963192913511962,4.524502656155189,0.882954,9.720272,"23,24,50,77",transit
198485881,2257.01,35.1896444375252,3.32540287554037,4.924035,12.875071,"14,20,21,26,40,41,47,48",transit
219821826,2258.01,9.6799809,1.806,17.368823,137.0,"14,15,16,17,18,20,21,23,24,25,26,40,41,47,48,49",false_positive
219501568,2259.01,16.5899262763607,2.1573674888578,0.697741,15.79513,"24,25,51,52",transit
232568235,2260.01,0.3524597,0.578,0.3312,18.0,"23,24,25,50,52,77",transit
229787062,2261.01,1.90114521638404,1.61285656367045,1.78311,21.798933,"14,15,16,17,18,19,20,22,23,25,26,40,41,47,48,49,50,52,53,54,55,56,57,59,60",transit
165530380,2262.01,1.493734216967645,2.119745508136123,0.18698,16.575636,"14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60,73,75,76,77,78",transit
159400561,2263.01,0.0,14.9235889453141,0.388469,7.5361633,"14,19,20,21,25,26,40,41",transit
235943205,2264.01,121.334290754359,6.18615994213074,1.989302,24.805489,"17,18,19,20,23,24,25,26,40,47,50,53,54,57,58,59,60",transit
310231275,2265.01,0.829408439616925,0.558328913470858,0.276477,7.2714396,"24,25",transit
8348911,2266.01,2.32634296639119,1.21950508802238,4.519121,7.8007135,"24,25,51,52",transit
459837008,2267.01,3.49504222192781,1.03113421004655,2.178463,10.658578,"19,20,25,26,40,52,53,59,60",transit
459837008,2267.02,2.03443663362686,0.958247972347508,1.240727,7.8030243,"19,20,25,26,40,52,53,59,60",transit
459837008,2267.03,2.28910266826545,0.834403242400092,1.504377,7.2280383,"19,20,25,26,40,52,53,59,60",transit
20203297,2268.01,7.15660245111388,1.21897502401115,0.73264,7.4447846,"23,24",transit
441798995,2269.01,1.42060361110023,1.64832425633829,0.48653,9.335167,"14,15,16,17,18,19,20,21,22,23",noise
441798995,2269.02,2.8411415,1.174,0.575593,9.0,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56",transit
441798995,2269.03,10.4029110825691,1.37217309973759,0.895217,9.171828,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60",transit
198178505,2270.01,0.0,4.62887114175973,0.284463,8.170687,"14,15,16,17,18,19,21,22,24,25",transit
258389327,2271.01,26.5456672,2.582,9.038269,60.0,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52",transit
265460043,2272.01,32.8236817374048,15.2373739927495,0.400222,7.9996424,"17,18",transit
142117976,2273.01,46.5710978116565,6.18325592593167,0.356563,8.04699,"19,20,25,26,40,52,53,59,60",transit
289164482,2274.01,2.67961636447417,0.902894785886715,0.898865,13.241739,"14,26,40,53,54",transit
289164482,2274.02,1.1188024,1.119,0.463708,11.0,"14,26,40,53,54,74",transit
272679240,2275.01,20.1546939441831,1.32447540400053,1.129207,8.875109,"14,15,16,17,20,21,22,23,26,40,41,47,48,49,50,54,56,57,60",transit
198456933,2276.01,76.8663962192284,6.77530346099823,0.370905,12.533266,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60",transit
288516853,2277.01,0.0,12.4042036096937,0.194279,7.309889,"14,19,20,21,24,25,26",transit
243313296,2278.01,1.4663344,0.447,0.999337,7.0,"14,15,16,20,23,26,40,41,49,50",transit
115623434,2279.01,3.1434463,1.501,0.872196,19.0,"24,25,26,51,52,53,78,79",transit
115583726,2280.01,18.6016753935511,2.36908958104615,0.608175,9.289213,"24,25,26",transit
264171144,2281.01,210.668358011183,10.386557552307,0.372033,7.3769965,"14,15,16,17,18,19,21,22,24,25,26,40",transit
237211410,2282.01,12.552076555844,6.82681927036279,0.219435,11.07492,"14,15,16,17,18,19,20,21,22,23,24,25,26,41,47,48,49,50,51,52,53,54,56,57,58,59,60",transit
198211976,2283.01,0.401858632647585,1.57797528478627,0.12092,7.217795,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60",noise
115446313,2284.01,4.9707023,2.586,0.528882,13.0,"24,25,26,51,52,78,79",false_positive
329148988,2285.01,27.267201584602,2.4164838811884,1.254019,7.194226,"16,17,24,56,57",transit
237201858,2286.01,179.403171245581,10.7569967732681,0.67182,13.672215,"14,15,16,17,18,19,20,21,22,23,24,25,40,41,47,48,49,50,52,54,55,56,57,58,59,60",transit
160077104,2287.01,11.8120707353106,3.33241620579108,0.205253,10.473131,"14,19,20,25,26,40,47,52,53",transit
462615350,2288.01,8.917221145137,2.64267665266064,2.333671,17.781296,"16,24,25,40,41,47,48,49,50,51,52,53,55,56,57,58,59,60",transit
82452140,2289.01,63.3954500376275,5.12959544247304,0.9253,10.755769,"24,26,51,52",transit
321688498,2290.01,0.386219721665312,0.912244479920314,0.475264,10.763916,"17,18,24,25,57,58",transit
236934937,2291.01,9.40587695355499,1.55603223206225,1.549292,11.860927,"15,16,17,18,21,24,25,41,48,51,52,55,56,57,58,59",transit
236934268,2292.01,7.0767314,2.444,0.684229,11.0,"15,16,17,18,21,24,25,41,48,51",transit
71347873,2293.01,6.06833180313888,1.9825707034461,1.893799,13.326022,"20,26,40,47,53,60",transit
284361752,2294.01,340.387731103326,9.23188771561827,0.780249,8.799598,"14,15,16,26,40",transit
48018596,2295.01,60.06632,2.409,1.075411,15.0,"15,26,41,53,54,55,75,79,80,81,82",transit
165554103,2296.01,139.263228550495,15.5650548549002,0.437932,7.160923,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41",transit
233500935,2297.01,22.048774974215,3.80871670590311,0.587209,8.487281,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,48,49,50,51,52,53,54,55,56,58,59,60",transit
229608594,2298.01,0.0,7.64124694186521,2.162905,11.159412,"14,15,16,17,18,19,20,21,22,23,24,25,26,41,47,48,50,51,52,53,54,55",transit
362220495,2299.01,165.003158311622,5.05459029803895,3.236566,8.110816,"14,17,18,20,21,24,25,26,40,41,47,50",noise
280031353,2300.01,4.85666563854993,2.58588103804501,1.264361,16.596962,"15,16,24,25,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60",transit
280031353,2300.02,15.4432661360726,3.84930750575022,5.062651,46.882263,"15,16,24,25,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60",transit
280031353,2300.03,0.0,17.0708834620078,8.949907,18.970545,"15,16,24,25,40,41,47,48,49,50,51,52,53,54,55",transit
283829553,2301.01,6.0541622,4.592,0.276898,16.0,"16,23,24,49,50,51,76,77",transit
144000801,2302.01,1.31038317126745,1.62402164794649,4.247318,21.139233,28,transit
197959526,2303.01,0.719629069762069,1.47474603479654,5.410813,8.877765,28,false_positive
70420766,2304.01,9.40705151466345,2.67153906447164,1.051244,12.054005,"28,68",transit
232079930,2305.01,0.918902041812105,1.7819549925471,7.319515,11.786521,"28,29",transit
147284470,2306.01,2.99057446855419,2.09416814774317,12.101375,25.62094,"28,68",transit
270219048,2307.01,2.68200609465495,1.82388787732638,9.284593,37.17722,"28,68",transit
234489976,2308.01,3.86865999070258,2.31014427808577,8.784386,55.02876,"28,29,68,69",transit
328012209,2309.01,20.2656358195482,6.41720068247962,0.871442,13.538321,"27,28,67,68",transit
38467100,2310.01,2.9432073,2.501,13.72321,116.0,"1,2,3,4,5,8,11,28,29,30,31,32,35,38",transit
25139786,2311.01,1.59337716445375,1.77325692629219,8.547928,15.2446,28,transit
147425389,2312.01,3.18568674788958,3.1050114653897,8.476428,36.116165,"28,68",transit
325468685,2313.01,1.89053041157317,1.23478306510803,3.86183,26.999704,"28,67,68",transit
355446093,2314.01,15.9375459619767,4.53953353916856,4.539486,14.881924,28,transit
302333151,2315.01,1.440707017712051,1.8086851558240968,4.912549,44.8252,"28,68",transit
61980227,2316.01,3.09589846346997,1.85846839217872,11.301404,21.442627,28,false_positive
274599700,2317.01,0.0,8.44945405412093,6.542636,14.481249,"24,25,26",false_positive
88840705,2318.01,0.0,4.68330421945285,2.989027,24.665766,"25,26",transit
349488688,2319.01,0.0,6.11200581430503,0.929336,20.599634,"25,52",transit
349488688,2319.02,11.6207543996685,5.6290583658816,0.527806,11.243392,"25,52",transit
207501148,2320.01,0.0,4.48753352554742,4.472905,31.371407,25,false_positive
138126035,2321.01,716.3497402,3.612,0.941742,9.0,"23,50",transit
300812741,2322.01,20.2254945747216,2.27199609134509,0.773481,14.391445,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,35,36,37,38,39,61,62,63,65,66,67,68,69",transit
300812741,2322.02,11.3071786,2.824,0.286672,12.0,"1,2,3,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,35,36,37,38,39,61,62,63,65,66,67,68",transit
293527670,2323.01,0.98656,0.724,0.42352,12.0,"1,13,27,28",false_positive
69819610,2324.01,1.0371671871499426,2.8975229778583147,0.297101,51.38442952213104,"28,68,96",transit
152800085,2325.01,4.26991,1.509,2.434777,12.0,"2,28,68",transit
175456679,2326.01,58.9970907,5.722,2.96267,31.0,"2,28,29,69",transit
177308364,2327.01,82.7899762995719,5.84758467222454,1.105684,13.865488,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69",transit
394287035,2328.01,17.1019622,3.357,12.481433,75.0,"1,13,27,28,39",transit
238920875,2329.01,6.5346715,3.304,6.938262,26.0,"1,5,6,7,8,11,28,32,34,35,38,61,65,68",transit
180991313,2330.01,2.2088214,2.544,8.469116,99.0,"10,36,37",transit
168751223,2331.01,4.7150942,2.436,8.129955,14.0,"4,5,31",transit
286000547,2332.01,7.4972297,3.589,15.836394,64.0,"8,35",transit
358579111,2333.01,14.2197641,6.416,2.598015,16.0,"2,3,4,29,30,31",transit
200743403,2334.01,7.9980831,3.047,4.308051,28.0,"3,4,30,31",transit
160003961,2335.01,1.4492052,1.104,1.303666,22.0,"3,4,30,31",transit
88902249,2336.01,7.7119842,4.058,3.453786,28.0,"11,38,65",transit
230001847,2337.01,2.9942630371248,6.91723089826936,1.217412,31.459772,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,54,55,56,57,58,60",transit
24358417,2338.01,22.6539607,3.468,12.591267,55.0,"5,6,32",transit
279514271,2339.01,9.7728388,7.49077716764858,2.477979,27.037735,"2,3,6,7,8,9,12,13,29,30,32,33,34,35,36,61,62,63,66,67,68,69",transit
29959761,2340.01,1.6471574,1.033,4.22085,40.0,"4,31",false_positive
100267480,2341.01,0.87741,0.472,13.162586,23.0,13,false_positive
100589632,2342.01,3.9471567,1.699,2.043105,27.0,"5,6,32,33",false_positive
166834768,2343.01,3.2553185,2.061,2.086617,14.0,"4,31",transit
311179742,2344.01,8.3129806,4.171,2.913679,12.0,"12,13,39",transit
91555165,2345.01,1.05261565408191,1.5288415014373,0.389314,9.283612,"30,31",transit
91555165,2345.02,42.1289893255497,4.61305234392815,1.044607,9.432722,"30,31",transit
317483660,2346.01,3.3311975,3.705,13.536303,135.0,"6,33",transit
301343785,2347.01,1.1736318,1.397,1.597206,17.0,"4,31",transit
317019074,2348.01,1.2043785,1.047,1.271055,15.0,"6,32,33",transit
405452527,2349.01,11.5738497,6.656,20.528696,99.0,"8,35,62",transit
47601197,2350.01,8.6251769,2.704,1.836446,29.0,6,transit
47601197,2350.02,4.8714085,2.643,1.281925,11.0,6,transit
290036495,2351.01,5.252480850559924,2.060687601040049,24.83282,80.29353,"10,37,46,90,91",transit
32925763,2352.01,1.6804461,1.099,2.195405,35.0,"6,32,33",transit
177079323,2353.01,5.75179694783204,3.04896233682421,0.76199,10.992896,"1,2,3,4,5,6,7,8,9,11,12,13,27,28,29,31,32,33,34,35,36,37,38,61,62,63,64,65,66,67,68,69",transit
219766989,2354.01,0.5109902,0.709,2.957226,33.0,"10,37",false_positive
124515764,2355.01,1.2709769,2.335,1.521096,22.0,"10,37",transit
30947715,2356.01,3.66275,3.096,1.053675,11.0,6,transit
124206468,2357.01,7.0924883,2.869,6.031702,41.0,"10,37",transit
124095888,2358.01,1.1258127,0.374,1.564587,13.0,"10,37",false_positive
436102447,2359.01,5.1858,7.191,4.951373,59.0,6,transit
31656385,2360.01,22.84518,7.215,10.045963,44.0,28,false_positive
204671232,2361.01,8.71546,3.934,13.118628,41.0,10,transit
302924206,2362.01,6.9444047,2.70560728346946,5.731424,15.353693,"1,3,28,29,30,68,69",transit
445456888,2363.01,5.5436298,3.879,5.878863,42.0,"7,8,9,33,34,35,36,61,62",transit
39414571,2364.01,4.0197555,2.688,10.637872,92.0,"6,33",transit
344085117,2365.01,0.659752,0.6731473813120182,1.236385,10.544479,"6,7,8,33,35,61,62,87",false_positive
